symbol,date,open,high,low,close,volume,year,month,week,weekday
"CAR","2022-07-13","15.4","15.4","15.4","15.4","100","2022","07","28","Wednesday"
"CAR","2022-07-14","17.7","17.7","17.7","17.7","100","2022","07","28","Thursday"
"CAR","2022-07-15","20.3","20.3","20.3","20.3","16700","2022","07","28","Friday"
"CAR","2022-07-18","23.3","23.3","23.3","23.3","100","2022","07","29","Monday"
"CAR","2022-07-19","26.7","26.7","23.2","23.2","12100","2022","07","29","Tuesday"
"CAR","2022-07-20","23.2","30","22.2","27.1","6700","2022","07","29","Wednesday"
"CAR","2022-07-21","24.1","24.3","24","24.1","10800","2022","07","29","Thursday"
"CAR","2022-07-22","24.1","24.2","23.3","24.2","6000","2022","07","29","Friday"
"CAR","2022-07-25","22.6","23.9","22.5","23.9","3900","2022","07","30","Monday"
"CAR","2022-07-26","26.1","27","25.7","26.8","15200","2022","07","30","Tuesday"
"CAR","2022-07-27","26.3","27.8","26.3","27.5","2700","2022","07","30","Wednesday"
"CAR","2022-07-28","26.8","27.3","26.1","27.3","1800","2022","07","30","Thursday"
"CAR","2022-07-29","27.3","27.3","24.5","27.1","19800","2022","07","30","Friday"
"CAR","2022-08-01","26.6","26.6","26.2","26.6","14200","2022","08","31","Monday"
"CAR","2022-08-02","26.4","30","26.4","30","19800","2022","08","31","Tuesday"
"CAR","2022-08-03","30","30.5","29.4","29.9","14500","2022","08","31","Wednesday"
"CAR","2022-08-04","29.9","30.9","29.9","30.8","15200","2022","08","31","Thursday"
"CAR","2022-08-05","30.2","31","30.2","31","5600","2022","08","31","Friday"
"CAR","2022-08-08","30.5","31","30.5","30.5","5700","2022","08","32","Monday"
"CAR","2022-08-09","30.5","30.6","30.3","30.5","1600","2022","08","32","Tuesday"
"CAR","2022-08-10","30.4","34.9","30.4","34.9","17600","2022","08","32","Wednesday"
"CAR","2022-08-11","33","34.8","32.8","33.9","9600","2022","08","32","Thursday"
"CAR","2022-08-12","33","34","32.7","32.7","9200","2022","08","32","Friday"
