"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix"
"A000014","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000014.json","Neil","Abercrombie","1938-06-26","M","D","neilabercrombie","hawaiirep1","400001","15244","/m/0255rj","","",false,"12",1214,57,5,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:hi/cd:1","HI","1",false,"1501",4.7,91.08,9,,,,,,,
"A000022","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000022.json","Gary","Ackerman","1942-11-19","M","D","repgaryackerman","RepAckerman","400003","15080","/m/03rhdq","","",false,"18",1214,163,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ny/cd:5","NY","5",false,"3605",13.43,95.66,4.63,"L.","1002061",,,,,
"A000055","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000055.json","Robert","Aderholt","1965-07-22","M","R","Robert_Aderholt","RobertAderholt","400004","29701","/m/024p03","","https://aderholt.house.gov",false,"4",1214,16,0,"2021-03-02 02:35:23 -0500","ocd-division/country:us/state:al/cd:4","AL","4",false,"0104",1.32,90.31,9.86,"B.","45516","RobertAderholt","441","N00003028","https://aderholt.house.gov/rss.xml",
"A000357","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000357.json","Thomas","Allen","1945-04-16","M","D",,,"400007","29728",,"","",false,"4",1214,23,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:me/cd:1","ME","1",false,"2301",1.89,95.49,4.77,"H.",,,,,,
"A000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000210.json","Robert","Andrews","1957-08-04","M","D","RepAndrews",,"400008","29132",,"","http://andrews.house.gov/",false,"12",1214,30,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nj/cd:1","NJ","1",false,"3401",2.47,91.1,9.07,"E.","19670",,,,,
"A000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000215.json","Bill","Archer","1928-03-22","M","R",,,"400567","13002",,"","",false,"30",1214,86,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:7","TX","7",false,"4807",7.08,92.89,7.11,,,,,,,
"A000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/A000217.json","Richard","Armey","1940-07-07","M","R",,,"400551","15200",,"","",false,"16",1214,29,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:26","TX","26",false,"4826",2.39,95.7,4.56,"K.",,,,,,
"B001234","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001234.json","Joe","Baca","1947-01-23","M","D",,,"400009","29942","/m/024xk0","","",false,"2",610,37,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ca/cd:42","CA","42",false,"0642",6.07,92.21,8.32,,"81682",,,,,
"B000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000013.json","Spencer","Bachus","1947-12-28","M","R","BachusAL06","congressmanbachus","400010","29301","/m/024p0v","","http://bachus.house.gov",false,"8",1214,19,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:al/cd:6","AL","6",false,"0106",1.57,93.27,6.99,,"26397","SpencerBachus",,,,
"B001229","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001229.json","Brian","Baird","1956-03-07","M","D",,,"400011","29938","/m/02593n","","",false,"2",1214,19,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:wa/cd:3","WA","3",false,"5303",1.57,88.63,11.62,,"45981",,,,,
"B000072","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000072.json","Richard","Baker","1948-05-22","M","R",,,"400012","15400",,"","",false,"14",1214,54,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:la/cd:6","LA","6",false,"2206",4.45,94.82,5.35,"Hugh",,,,,,
"B000081","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000081.json","John","Baldacci","1955-01-30","M","D",,,"400525","29528",,"","",false,"6",1214,17,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:me/cd:2","ME","2",false,"2302",1.4,93.89,6.36,,,,,,,
"B001230","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001230.json","Tammy","Baldwin","1962-02-11","F","D","SenatorBaldwin","witammybaldwin","400013","29940","/m/024v02","","https://www.baldwin.senate.gov",false,"2",1214,30,2,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:wi/cd:2","WI","2",false,"5502",2.47,91,9.25,,"57884","senatortammybaldwin","3470","N00004367",,
"B000104","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000104.json","Cass","Ballenger","1926-12-06","M","R",,,"400015","15401",,"","",false,"16",1214,30,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nc/cd:10","NC","10",false,"3710",2.47,95.52,4.74,,,,,,,
"B000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000134.json","James","Barcia","1952-02-25","M","D",,,"400526","29363",,"","",false,"8",1214,25,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:mi/cd:5","MI","5",false,"2605",2.06,80.17,20.09,"A.",,,,,,
"B000169","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000169.json","Bob","Barr","1948-11-05","M","R",,,"400514","29511",,"","",false,"6",1214,50,8,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ga/cd:7","GA","7",false,"1307",4.12,88.96,11.31,,,,,,,
"B000177","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000177.json","Thomas","Barrett","1953-12-08","M","D",,,"400553","39315",,"","",false,"8",1214,15,3,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:wi/cd:5","WI","5",false,"5505",1.24,89.93,10.32,"M.",,,,,,
"B000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000179.json","Bill","Barrett","1929-02-09","M","R",,,"400568","15805",,"","",false,"10",1214,17,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ne/cd:3","NE","3",false,"3103",1.4,93.44,6.81,,,,,,,
"B000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000208.json","Roscoe","Bartlett","1926-06-03","M","R",,"RepRoscoeBartlett","400017","29356","/m/025k82","","",false,"8",1214,8,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:md/cd:6","MD","6",false,"2406",0.66,93.15,7.1,"G.","27026",,,,,
"B000213","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000213.json","Joe","Barton","1949-09-15","M","R","RepJoeBarton","repjoebarton","400018","15085","/m/03rspq","","https://joebarton.house.gov",false,"16",1214,135,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:6","TX","6",false,"4806",11.12,91.51,8.58,"L.","5248","RepJoeBarton","27082","N00005656",,
"B000220","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000220.json","Charles","Bass","1952-01-08","M","R","RepCharlesBass",,"400019","29538","/m/02vypx","","",false,"6",1214,22,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nh/cd:2","NH","2",false,"3302",1.81,90.61,9.56,"F.","37079",,,,,
"B000229","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000229.json","Herbert","Bateman","1928-08-07","M","R",,,"400569","15002",,"","",false,"18",1070,52,6,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:va/cd:1","VA","1",false,"5101",4.86,92.37,7.93,"H.",,,,,,
"B000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000287.json","Xavier","Becerra","1958-01-26","M","D","RepBecerra","XavierBecerra","400021","29316","/m/024trk","","http://becerra.house.gov",false,"8",1214,122,4,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ca/cd:30","CA","30",false,"0630",10.05,93.97,6.22,,"26567","XavierBecerra",,,"https://becerra.house.gov/rss/press-releases.xml",
"B000400","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000400.json","Ken","Bentsen","1959-06-03","M","D",,,"400550","29574",,"","",false,"6",1214,22,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:tx/cd:25","TX","25",false,"4825",1.81,92.8,7.37,,,,,,,
"B000403","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000403.json","Douglas","Bereuter","1939-10-06","M","R",,,"400023","14605",,"","",false,"22",1214,30,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ne/cd:1","NE","1",false,"3101",2.47,89.15,11.11,"K.",,,,,,
"B001231","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001231.json","Shelley","Berkley","1951-01-20","F","D","repberkley","ShelleyBerkley","400024","29922","/m/025h7j","","",false,"2",1214,16,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:nv/cd:1","NV","1",false,"3201",1.32,91.19,9.07,,,,,,,
"B000410","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000410.json","Howard","Berman","1941-04-15","M","D","RepHowardBerman","RepHowardBerman","400025","15004",,"","",false,"18",1214,116,3,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ca/cd:26","CA","26",false,"0626",9.56,95.02,5.07,"L.","1592",,,,,
"B000420","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000420.json","Marion","Berry","1942-08-27","M","D",,"CongressmanBerry","400026","29702",,"","",false,"4",1214,19,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ar/cd:1","AR","1",false,"0501",1.57,81.66,18.59,,"45115",,,,,
"B001232","Representative","Rep.","https://api.propublica.org/congress/v1/members/B001232.json","Judy","Biggert","1937-08-15","F","R","JudyBiggert","JudyBiggert","400027","29912","/m/0256wq","","",false,"2",1214,4,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:il/cd:13","IL","13",false,"1713",0.33,88.96,11.29,,"57890",,,,,
"B000461","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000461.json","Brian","Bilbray","1951-01-28","M","R","BilbrayCA50",,"400570","29508",,"","",false,"6",1214,105,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ca/cd:49","CA","49",false,"0649",8.65,81.25,18.93,"P.","36554",,,,,
"B000463","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000463.json","Michael","Bilirakis","1930-07-16","M","R",,,"400028","15005",,"","",false,"18",1214,18,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:fl/cd:9","FL","9",false,"1209",1.48,94.3,5.87,,,,,,,
"B000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000490.json","Sanford","Bishop","1947-02-04","M","D","SanfordBishop","RepSanfordBishop","400030","29339","/m/02554k","","https://bishop.house.gov",false,"8",1214,58,1,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:ga/cd:2","GA","2",false,"1302",4.78,85.81,14.36,"D.","26194","sanfordbishop","26817","N00002674","https://bishop.house.gov/rss.xml","Jr."
"B000518","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000518.json","Rod","Blagojevich","1956-12-10","M","D",,,"400518","29716",,"","",false,"4",1214,66,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:il/cd:5","IL","5",false,"1705",5.44,91.42,8.84,,,,,,,
"B000556","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000556.json","Tom","Bliley","1932-01-28","M","R",,,"400571","14802",,"","",false,"20",1214,60,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:va/cd:7","VA","7",false,"5107",4.94,95.24,4.93,,,,,,,
"B000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000574.json","Earl","Blumenauer","1948-08-16","M","D","BlumenauerMedia","RepBlumenauer","400033","29588","/m/033tw8","","https://blumenauer.house.gov",false,"6",1214,37,8,"2021-03-02 02:35:25 -0500","ocd-division/country:us/state:or/cd:3","OR","3",false,"4103",3.05,90.8,9.37,,"43809",,"367","N00007727","https://blumenauer.house.gov/rss.xml",
"B000575","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000575.json","Roy","Blunt","1950-01-10","M","R","RoyBlunt","SenatorBlunt","400034","29735","/m/034fn4","","https://www.blunt.senate.gov",false,"4",1214,34,0,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:mo/cd:7","MO","7",false,"2907",2.8,95.95,4.22,,"45465","SenatorBlunt","418","N00005195",,
"B000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000586.json","Sherwood","Boehlert","1936-09-28","M","R",,,"400035","15006",,"","",false,"18",1214,17,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:ny/cd:23","NY","23",false,"3623",1.4,82.88,17.38,"L.",,,,,,
"B000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/B000589.json","John","Boehner","1949-11-17","M","R","SpeakerBoehner","johnboehner","400036","15806","/m/039rwf","","http://boehner.house.gov",false,"10",1214,29,1,"2019-10-07 14:02:50 -0400","ocd-division/country:us/state:oh/cd:8","OH","8",false,"3908",2.39,93.99,6.18,"A.","16740","SpeakerJohnBoehner",,,,
